Id,Identifies the type of dwelling involved in the sale.,Identifies the general zoning classification of the sale.,Linear feet of street connected to property,Lot size in square feet,Type of road access to property,Type of alley access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on house,Exterior covering on house (if more than one material),Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluates the general condition of the basement,Refers to walkout or garden level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area (if multiple types),Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet (all floors),Above grade (ground) living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,BedroomAbvGr,KitchenAbvGr,Kitchen quality,Total rooms above grade (does not include bathrooms),Home functionality (Assume typical unless deductions are warranted),Number of fireplaces,Fireplace quality,Garage location,Year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three season porch area in square feet,Screen porch area in square feet,Pool area in square feet,Pool quality,Fence quality,Miscellaneous feature not covered in other categories,$Value of miscellaneous feature,Month Sold (MM),Year Sold (YYYY),Type of sale,Condition of sale,SalePrice
508,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,75.0,7862,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,Above Average,Average,2009,2009,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,27,Unfinshed,0,1191,1218,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1218,0,0,1218,0,0,2,0,2,1,Good,4,Typical Functionality,0,,Attached to home,2009.0,Finished,2,676,Typical/Average,Typical/Average,Paved,0,102,0,0,0,0,,,,0,9,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),208300
1151,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,57.0,8280,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Above Average,Average,1950,1950,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,932,932,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),932,0,0,932,0,0,1,0,2,1,Good,4,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1950.0,Unfinished,1,306,Typical/Average,Typical/Average,Paved,0,0,214,0,0,0,,Good Privacy,,0,11,2007,Warranty Deed - Conventional,Normal Sale,124000
505,2-STORY PUD - 1946 & NEWER,Residential Low Density,24.0,2308,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northpark Villa,Normal,Normal,Townhouse End Unit,Two story,Above Average,Average,1974,1974,Gable,Standard (Composite) Shingle,Plywood,Brk Cmn,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,257,Average Rec Room,495,103,855,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,855,467,0,1322,0,1,2,1,3,1,Typical/Average,6,Typical Functionality,1,Fair - Prefabricated Fireplace in basement,Attached to home,1974.0,Unfinished,2,440,Typical/Average,Typical/Average,Paved,260,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,147000
987,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,59.0,5310,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Adjacent to feeder street,Normal,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Very Good,1910,2003,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Fair - dampness or some cracking or settling,No Exposure,Unfinshed,0,Unfinshed,0,485,485,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1001,634,0,1635,0,0,1,0,2,1,Good,5,Typical Functionality,0,,Attached to home,1950.0,Unfinished,1,255,Fair,Typical/Average,Paved,394,0,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,117000
348,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,17600,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Above Average,Average,1960,1960,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,30.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,1270,Unfinshed,0,208,1478,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1478,0,0,1478,1,0,2,0,3,1,Typical/Average,6,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1960.0,Unfinished,2,498,Typical/Average,Typical/Average,Paved,0,40,0,0,0,0,,,,0,12,2009,Warranty Deed - Conventional,Normal Sale,157500
387,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,58.0,8410,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Edwards,Adjacent to feeder street,Normal,Single-family Detached,One and one-half story: 2nd level finished,Average,Fair,1910,1996,Gabrel (Barn),Standard (Composite) Shingle,Wood Siding,Vinyl Siding,None,0.0,Average/Typical,Fair,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,658,658,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,658,526,0,1184,0,0,1,0,5,1,Typical/Average,8,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,151,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Adjoining Land Purchase,81000
1,2-STORY 1946 & NEWER,Residential Low Density,65.0,8450,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,Good,Average,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,196.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,706,Unfinshed,0,150,856,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,856,854,0,1710,1,0,2,1,3,1,Good,8,Typical Functionality,0,,Attached to home,2003.0,Rough Finished,2,548,Typical/Average,Typical/Average,Paved,0,61,0,0,0,0,,,,0,2,2008,Warranty Deed - Conventional,Normal Sale,208500
361,SPLIT FOYER,Residential Low Density,,7540,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,Split Foyer,Above Average,Above Average,1978,1978,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,773,Unfinshed,0,115,888,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,912,0,0,912,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1978.0,Rough Finished,2,470,Typical/Average,Typical/Average,Paved,0,0,0,0,192,0,,Minimum Privacy,,0,6,2007,Warranty Deed - Conventional,Normal Sale,156000
829,2-STORY 1946 & NEWER,Residential Low Density,,28698,Paved,,Moderately Irregular,Depression,"All public Utilities (E,G,W,& S)",Cul-de-sac,Severe Slope,Clear Creek,Normal,Normal,Single-family Detached,Two story,Average,Average,1967,1967,Flat,Gravel & Tar,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Good,Good Exposure,Low Quality,249,Average Living Quarters,764,0,1013,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1160,966,0,2126,0,1,2,1,3,1,Typical/Average,7,Minor Deductions 2,0,,Attached to home,1967.0,Finished,2,538,Typical/Average,Typical/Average,Paved,486,0,0,0,225,0,,,,0,6,2009,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",185000
1380,SPLIT OR MULTI-LEVEL,Residential Low Density,73.0,9735,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,Split Level,Average,Average,2006,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,384,384,Gas forced warm air furnace,Good,Yes,,754,640,0,1394,0,0,2,1,3,1,Good,7,Typical Functionality,0,,Built-In (Garage part of house - typically has room above garage),2007.0,Finished,2,400,Typical/Average,Typical/Average,Paved,100,0,0,0,0,0,,,,0,5,2008,Warranty Deed - Conventional,Normal Sale,167500
476,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,8480,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,Average,Above Average,1963,1963,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,630,Unfinshed,0,340,970,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,970,0,0,970,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Detached from home,1996.0,Unfinished,2,624,Typical/Average,Typical/Average,Paved,0,24,0,0,192,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,132500
1248,SPLIT OR MULTI-LEVEL,Residential Low Density,,12328,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,Split Level,Above Average,Average,1976,1976,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,335.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,539,Unfinshed,0,473,1012,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1034,0,0,1034,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1976.0,Unfinished,3,888,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,169900
58,2-STORY 1946 & NEWER,Residential Low Density,89.0,11645,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,Good,Average,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,860,860,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,860,860,0,1720,0,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached to home,2004.0,Rough Finished,2,565,Typical/Average,Typical/Average,Paved,0,70,0,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,196500
638,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,50.0,6000,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,2fmCon,One and one-half story: 2nd level finished,Average,Below Average,1954,1954,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,811,811,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),811,576,0,1387,0,0,2,0,3,2,Good,7,Typical Functionality,0,,Built-In (Garage part of house - typically has room above garage),1954.0,Unfinished,1,256,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,11,2009,Warranty Deed - Conventional,Normal Sale,93000
1274,SPLIT OR MULTI-LEVEL,Residential Low Density,124.0,11512,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,Split Level,Above Average,Good,1959,2006,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,84.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Average Living Quarters,719,Unfinshed,0,300,1019,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1357,0,0,1357,1,0,1,0,2,1,Excellent,5,Typical Functionality,1,Good - Masonry Fireplace in main level,Basement Garage,1959.0,Rough Finished,1,312,Typical/Average,Typical/Average,Paved,0,0,0,0,163,0,,Good Privacy,,0,5,2008,Warranty Deed - Conventional,Normal Sale,177000
1027,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,73.0,9300,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Adjacent to feeder street,Normal,Single-family Detached,One story,Average,Average,1960,1960,Gable,Standard (Composite) Shingle,Metal Siding,Hard Board,Brick Face,324.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,697,Unfinshed,0,571,1268,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1264,0,0,1264,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1960.0,Unfinished,2,461,Typical/Average,Typical/Average,Paved,0,0,0,0,143,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,167500
910,2-STORY 1946 & NEWER,Residential Low Density,149.0,12589,Paved,,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,Above Average,Average,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,742,742,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,742,742,0,1484,0,0,2,1,3,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2005.0,Finished,2,390,Typical/Average,Typical/Average,Paved,36,24,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,174000
173,2-STORY PUD - 1946 & NEWER,Residential Low Density,44.0,5306,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Stone Brook,Normal,Normal,Townhouse End Unit,Two story,Good,Good,1987,1987,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Good,Good,Poured Contrete,Good (90-99 inches),Good,No Exposure,Good Living Quarters,495,Average Rec Room,215,354,1064,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1064,703,0,1767,1,0,2,0,2,1,Good,5,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1987.0,Rough Finished,2,504,Good,Typical/Average,Paved,441,35,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,239000
451,1-STORY 1945 & OLDER,Residential Medium Density,70.0,5684,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,Above Average,Very Good,1930,2005,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,813,813,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),813,0,0,813,0,0,1,0,2,1,Good,5,Typical Functionality,0,,Detached from home,1932.0,Unfinished,1,270,Fair,Fair,Dirt/Gravel,0,113,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,110000
126,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,60.0,6780,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,2fmCon,One and one-half story: 2nd level finished,Above Average,Very Good,1935,1982,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Fair,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,490,Unfinshed,0,30,520,Gas forced warm air furnace,Good,No,Standard Circuit Breakers & Romex,520,0,234,754,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,53,0,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,84500
935,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,313.0,27650,Paved,,Moderately Irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,NAmes,Adjacent to postive off-site feature,Normal,Single-family Detached,One story,Good,Good,1960,2007,Flat,Gravel & Tar,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,425,Unfinshed,0,160,585,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2069,0,0,2069,1,0,2,0,4,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1960.0,Rough Finished,2,505,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,11,2008,Warranty Deed - Conventional,Normal Sale,242000
531,SPLIT OR MULTI-LEVEL,Residential Low Density,85.0,10200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,Split Level,Above Average,Average,1988,1989,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,219.0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,783,Unfinshed,0,678,1461,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1509,0,0,1509,1,0,2,0,3,1,Good,5,Typical Functionality,1,Fair - Prefabricated Fireplace in basement,Attached to home,1988.0,Rough Finished,2,600,Typical/Average,Typical/Average,Paved,224,0,0,0,0,0,,,,0,8,2008,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",175000
858,2-STORY 1946 & NEWER,Residential Low Density,65.0,8125,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,Above Average,Average,1994,1995,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,702,702,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,702,779,0,1481,0,0,2,1,3,1,Typical/Average,6,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1994.0,Finished,2,343,Typical/Average,Typical/Average,Paved,0,36,0,0,0,0,,,,0,3,2009,Warranty Deed - Conventional,Normal Sale,174000
714,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,60.0,9873,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Adjacent to North-South Railroad,Normal,2fmCon,One story,Below Average,Average,1970,1970,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,160.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Average Living Quarters,789,Unfinshed,0,171,960,Gas hot water or steam heat,Average/Typical,No,Standard Circuit Breakers & Romex,960,0,0,960,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Detached from home,1970.0,Unfinished,2,576,Typical/Average,Typical/Average,Paved,0,288,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,129000
91,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Below Average,Average,1950,1950,Gable,Standard (Composite) Shingle,Brick Face,Wood Siding,None,0.0,Average/Typical,Average/Typical,Slab,,,,,0,,0,0,0,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1040,0,0,1040,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,Detached from home,1950.0,Unfinished,2,420,Typical/Average,Typical/Average,Paved,0,29,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,109900
1413,DUPLEX - ALL STYLES AND AGES,Residential Low Density,60.0,7200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Duplex,One story,Below Average,Average,1949,1950,Gable,Standard (Composite) Shingle,Brick Face,Stone,None,0.0,Average/Typical,Average/Typical,Slab,,,,,0,,0,0,0,Wall furnace,Fair,No,60 AMP Fuse Box and mostly Romex wiring (Fair),1040,0,0,1040,0,0,2,0,2,2,Typical/Average,6,Typical Functionality,0,,Detached from home,1956.0,Unfinished,2,420,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,90000
182,2-STORY 1945 & OLDER,Residential Low Density,54.0,7588,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,Two story,Good,Above Average,1920,1950,Gable,Standard (Composite) Shingle,Stucco,Stucco,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Fair (70-79 inches),Typical - slight dampness allowed,No Exposure,Low Quality,352,Unfinshed,0,441,793,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,901,901,0,1802,0,0,1,1,4,1,Typical/Average,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,1920.0,Unfinished,1,216,Fair,Typical/Average,Paved,0,0,40,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,200100
876,2-STORY 1946 & NEWER,Floating Village Residential,75.0,9000,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,Two story,Very Good,Average,2007,2007,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,64,Unfinshed,0,1120,1184,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1184,1426,0,2610,0,0,2,1,4,1,Excellent,11,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2007.0,Finished,2,550,Typical/Average,Typical/Average,Paved,208,364,0,0,0,0,,,,0,8,2007,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),303477
1152,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,134.0,17755,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One story,Average,Below Average,1959,1959,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,132.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,176,Unfinshed,0,1290,1466,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1466,0,0,1466,0,0,1,1,3,1,Fair,6,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1959.0,Finished,2,528,Typical/Average,Typical/Average,Paved,0,140,0,0,100,0,,,,0,11,2006,Warranty Deed - Conventional,Normal Sale,149900
787,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60.0,10800,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,Average,Above Average,1915,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Good,Poured Contrete,Fair (70-79 inches),Typical - slight dampness allowed,No Exposure,Low Quality,686,Unfinshed,0,0,686,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,966,686,0,1652,1,0,2,0,4,1,Typical/Average,7,Typical Functionality,0,,Detached from home,1961.0,Unfinished,1,416,Typical/Average,Typical/Average,Paved,0,0,196,0,0,0,,,Shed (over 100 SF),1200,6,2010,Warranty Deed - Conventional,Normal Sale,139000
415,2-STORY 1946 & NEWER,Residential Low Density,59.0,11228,Paved,,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,Two story,Good,Average,1993,1993,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,50,Good Living Quarters,531,499,1080,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1080,1017,0,2097,0,1,2,1,3,1,Good,9,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1993.0,Unfinished,3,678,Typical/Average,Typical/Average,Paved,196,187,0,0,0,0,,,,0,12,2008,Warranty Deed - Conventional,Normal Sale,228000
